Metric,VIX9D,VIX,VIX3M,VIX6M,VIX1Y,VIX9D/VIX Fast,VIX/VIX3M Med,VIX/VIX6M S,VIX/VIX1Y L
2/9/2016,26.84,26.54,26.8,26.65,26.68,101.13%,99.03%,99.59%,99.48%
2/10/2016,25.53,26.29,26.72,26.65,26.72,97.11%,98.39%,98.65%,98.39%
2/11/2016,27.36,28.14,27.72,27.85,27.75,97.23%,101.52%,101.04%,101.41%
2/12/2016,22.71,25.4,26.23,26.96,27.71,89.41%,96.84%,94.21%,91.66%
2/16/2016,21.81,24.11,25.01,25.97,26.76,90.46%,96.40%,92.84%,90.10%
2/17/2016,20.27,22.31,23.55,24.77,25.33,90.86%,94.73%,90.07%,88.08%
2/18/2016,19.53,21.64,23.2,24.46,25.22,90.25%,93.28%,88.47%,85.80%
2/19/2016,18.22,20.53,22.8,24.11,24.93,88.75%,90.04%,85.15%,82.35%
2/22/2016,18.39,19.38,21.62,23.25,24.35,94.89%,89.64%,83.35%,79.59%
2/23/2016,20.69,20.98,22.44,24.01,24.91,98.62%,93.49%,87.38%,84.22%
2/24/2016,20.72,20.72,22.34,23.62,24.58,100.00%,92.75%,87.72%,84.30%
2/25/2016,17.79,19.11,21.24,22.84,24.03,93.09%,89.97%,83.67%,79.53%
2/26/2016,18.56,19.81,21.86,23.11,24.31,93.69%,90.62%,85.72%,81.49%
2/29/2016,20.36,20.55,22.39,23.57,24.59,99.08%,91.78%,87.19%,83.57%
3/1/2016,17.04,17.7,20.28,21.99,23.6,96.27%,87.28%,80.49%,75.00%
3/2/2016,15.78,17.09,19.92,21.5,23.02,92.33%,85.79%,79.49%,74.24%
3/3/2016,15.91,16.7,19.49,21.11,22.64,95.27%,85.68%,79.11%,73.76%
3/4/2016,15.86,16.86,19.63,21.17,22.68,94.07%,85.89%,79.64%,74.34%
3/7/2016,17.66,17.35,19.9,21.54,22.69,101.79%,87.19%,80.55%,76.47%
3/8/2016,19.17,18.67,21.04,22.45,23.32,102.68%,88.74%,83.16%,80.06%
3/9/2016,18.79,18.34,20.75,22.17,23.36,102.45%,88.39%,82.72%,78.51%
3/10/2016,17.66,18.05,20.71,22.08,23.33,97.84%,87.16%,81.75%,77.37%
3/11/2016,15.2,16.5,19.47,21.3,22.74,92.12%,84.75%,77.46%,72.56%
3/14/2016,15.99,16.92,19.42,21.06,22.61,94.50%,87.13%,80.34%,74.83%
3/15/2016,16.46,16.84,19.33,20.91,22.66,97.74%,87.12%,80.54%,74.32%
3/16/2016,14.07,14.99,18.48,20.19,22.06,93.86%,81.11%,74.24%,67.95%
3/17/2016,13.05,14.44,18.14,19.83,21.76,90.37%,79.60%,72.82%,66.36%
3/18/2016,12.47,14.02,17.93,19.78,21.88,88.94%,78.19%,70.88%,64.08%
3/21/2016,12.77,13.79,17.59,19.49,20.93,92.60%,78.40%,70.75%,65.89%
3/22/2016,13.14,14.17,17.75,19.59,20.96,92.73%,79.83%,72.33%,67.60%
3/23/2016,13.36,14.94,18.3,20.13,21.07,89.42%,81.64%,74.22%,70.91%
3/24/2016,12.35,14.74,18.27,20.06,21.66,83.79%,80.68%,73.48%,68.05%
3/28/2016,14.07,15.24,18.3,20.06,21.25,92.32%,83.28%,75.97%,71.72%
3/29/2016,12.17,13.82,17.24,19.18,20.63,88.06%,80.16%,72.05%,66.99%
3/30/2016,11.87,13.56,16.92,18.93,20.79,87.54%,80.14%,71.63%,65.22%
3/31/2016,12.25,13.95,17.08,19.03,20.74,87.81%,81.67%,73.31%,67.26%
4/1/2016,10.92,13.1,16.5,18.58,20.28,83.36%,79.39%,70.51%,64.60%
4/4/2016,12.5,14.12,17.23,19.14,20.58,88.53%,81.95%,73.77%,68.61%
4/5/2016,13.96,15.42,18.38,20.06,21.32,90.53%,83.90%,76.87%,72.33%
4/6/2016,12.56,14.09,17.28,19.25,20.74,89.14%,81.54%,73.19%,67.94%
4/7/2016,15.2,16.16,18.86,20.61,21.82,94.06%,85.68%,78.41%,74.06%
4/8/2016,13.59,15.36,18.32,20.26,21.36,88.48%,83.84%,75.81%,71.91%
4/11/2016,15.59,16.26,18.89,20.74,21.66,95.88%,86.08%,78.40%,75.07%
4/12/2016,13.71,14.85,17.97,19.94,21.27,92.32%,82.64%,74.47%,69.82%
4/13/2016,12.45,13.84,17.26,19.39,20.82,89.96%,80.19%,71.38%,66.47%
4/14/2016,12.32,13.72,17.24,19.4,20.84,89.80%,79.58%,70.72%,65.83%
4/15/2016,12.2,13.62,17.16,19.3,20.77,89.57%,79.37%,70.57%,65.58%
4/18/2016,12.86,13.35,16.51,18.75,20.24,96.33%,80.86%,71.20%,65.96%
4/19/2016,12.86,13.24,16.47,18.59,20.38,97.13%,80.39%,71.22%,64.97%
4/20/2016,12.8,13.28,16.6,18.74,20.59,96.39%,80.00%,70.86%,64.50%
4/21/2016,13.18,13.95,17.14,19.28,20.94,94.48%,81.39%,72.35%,66.62%
4/22/2016,11.93,13.22,16.64,19.02,20.77,90.24%,79.45%,69.51%,63.65%
4/25/2016,13.62,14.08,17.22,19.31,21,96.73%,81.77%,72.92%,67.05%
4/26/2016,13.5,13.96,16.92,19.11,20.86,96.70%,82.51%,73.05%,66.92%
4/27/2016,12.81,13.77,16.77,19.01,20.72,93.03%,82.11%,72.44%,66.46%
4/28/2016,14.55,15.22,17.78,19.75,21.23,95.60%,85.60%,77.06%,71.69%
4/29/2016,14.79,15.7,18.45,20.28,21.65,94.20%,85.09%,77.42%,72.52%
5/2/2016,13.77,14.68,17.78,19.82,21.29,93.80%,82.56%,74.07%,68.95%
5/3/2016,15.17,15.6,18.57,20.47,21.76,97.24%,84.01%,76.21%,71.69%
5/4/2016,15.47,16.05,18.91,20.76,22.19,96.39%,84.88%,77.31%,72.33%
5/5/2016,15.37,15.91,18.92,20.83,22.23,96.61%,84.09%,76.38%,71.57%
5/6/2016,13.38,14.72,18.27,20.4,21.94,90.90%,80.57%,72.16%,67.09%
5/9/2016,13.86,14.57,18.05,20.18,21.87,95.13%,80.72%,72.20%,66.62%
5/10/2016,12.8,13.63,17.18,19.53,21.23,93.91%,79.34%,69.79%,64.20%
5/11/2016,13.75,14.69,18.02,20.11,21.74,93.60%,81.52%,73.05%,67.57%
5/12/2016,13.46,14.41,17.75,19.9,21.48,93.41%,81.18%,72.41%,67.09%
